Proprity,Section,Subsection,Category Name (TR),Full URL
250,Home & Decor,Bedroom,Yorgan Kılıfı,https://www.marksandspencer.com.tr/yorgan-kilifi/
250,Home & Decor,Bedroom,Düz Çarşaf,https://www.marksandspencer.com.tr/duz-carsaf/
250,Home & Decor,Bedroom,Çarşaf Kılıfı Alez,https://www.marksandspencer.com.tr/carsaf-kilifi-alez/
250,Home & Decor,Travel & Other,Valizler,https://www.marksandspencer.com.tr/valizler-1/
250,Home & Decor,Travel & Other,Valizler (2),https://www.marksandspencer.com.tr/valizler/
250,Home & Decor,Travel & Other,Evcil Hayvan Koleksiyonu,https://www.marksandspencer.com.tr/evcil-hayvan-koleksiyonu/
250,Home & Decor,Travel & Other,Pet Aksesuarları,https://www.marksandspencer.com.tr/pet-aksesuarlari/
250,Cosmetics,Skincare,Cilt Bakımı,https://www.marksandspencer.com.tr/cilt-bakimi/
250,Cosmetics,Skincare,Gündüz Bakım Kremi,https://www.marksandspencer.com.tr/gunduz-bakim-kremi/
250,Cosmetics,Skincare,Gece Bakım Kremi,https://www.marksandspencer.com.tr/gece-bakim-kremi/
250,Cosmetics,Skincare,Göz Kremi,https://www.marksandspencer.com.tr/goz-kremi/
250,Cosmetics,Skincare,Serum,https://www.marksandspencer.com.tr/serum/
250,Cosmetics,Skincare,Tonik,https://www.marksandspencer.com.tr/tonik/
250,Cosmetics,Skincare,Maske-Peeling,https://www.marksandspencer.com.tr/maske-peeling/
250,Cosmetics,Skincare,Yüz Temizleme,https://www.marksandspencer.com.tr/yuz-temizleme/
250,Cosmetics,Skincare,Tanışma Seti,https://www.marksandspencer.com.tr/tanisma-seti/
250,Cosmetics,Body Care,Vücut Bakımı,https://www.marksandspencer.com.tr/vucut-bakimi/
250,Cosmetics,Body Care,Vücut Losyonu,https://www.marksandspencer.com.tr/vucut-losyonu/
250,Cosmetics,Body Care,Pudra,https://www.marksandspencer.com.tr/pudra/
250,Cosmetics,Body Care,El ve Tırnak Kremleri,https://www.marksandspencer.com.tr/el-ve-tirnak-kremleri/
250,Cosmetics,Body Care,Vücut Kremi,https://www.marksandspencer.com.tr/vucut-kremi/
250,Cosmetics,Bath & Shower,Banyo & Duş,https://www.marksandspencer.com.tr/banyo-dus/
250,Cosmetics,Bath & Shower,Duş Jelleri,https://www.marksandspencer.com.tr/dus-jelleri/
250,Cosmetics,Bath & Shower,Banyo Köpükleri Kremleri,https://www.marksandspencer.com.tr/banyo-kopukleri-kremleri/
250,Cosmetics,Bath & Shower,Sabunlar,https://www.marksandspencer.com.tr/sabunlar/
250,Cosmetics,Collections,Favori Kozmetik Ürünleri,https://www.marksandspencer.com.tr/favori-kozmetik-urunleri/
250,Cosmetics,Collections,Parfüm Seçimi Nasıl Yapılır,https://www.marksandspencer.com.tr/parfum-secimi-nasil-yapilir/
250,Cosmetics,Collections,Hediye Seti Aksesuar,https://www.marksandspencer.com.tr/hediye-seti-aksesuar/
250,Cosmetics,Collections,Apothecary,https://www.marksandspencer.com.tr/kozmetik-apothecary/
250,Cosmetics,Collections,Burst Bodycare,https://www.marksandspencer.com.tr/burst-bodycare/
250,Cosmetics,Collections,Fresh Elements,https://www.marksandspencer.com.tr/fresh-elements/
250,Cosmetics,Collections,Floral Collection,https://www.marksandspencer.com.tr/floral-collection/
250,Cosmetics,Collections,China Blue,https://www.marksandspencer.com.tr/china-blue/
250,Cosmetics,Collections,Magnolia,https://www.marksandspencer.com.tr/magnolia/
250,Cosmetics,Collections,Lavender,https://www.marksandspencer.com.tr/lavender/
250,Cosmetics,Collections,Rose,https://www.marksandspencer.com.tr/rose/
250,Cosmetics,Collections,Formula,https://www.marksandspencer.com.tr/formula/
250,Cosmetics,Collections,Pure,https://www.marksandspencer.com.tr/pure/
250,Cosmetics,Collections,Monte & Wilde,https://www.marksandspencer.com.tr/monte-wilde/
400,Lingerie,Bras,Sütyen,https://www.marksandspencer.com.tr/sutyen/
400,Lingerie,Bras,Yeni Gelen Sütyenler,https://www.marksandspencer.com.tr/yeni-gelen-sutyenler/
400,Lingerie,Bras,Dantelli Sütyenler,https://www.marksandspencer.com.tr/kadin-dantelli-sutyenler/
400,Lingerie,Bras,Destekli Sütyenler,https://www.marksandspencer.com.tr/kadin-destekli-sutyenler/
400,Lingerie,Bras,Desteksiz Sütyen,https://www.marksandspencer.com.tr/kadin-desteksiz-sutyen/
400,Lingerie,Bras,Balensiz Sütyen,https://www.marksandspencer.com.tr/kadin-balensiz-sutyen/
400,Lingerie,Bras,Balenli Sütyenler,https://www.marksandspencer.com.tr/balenli-sutyenler/
400,Lingerie,Bras,T-Shirt Sütyeni,https://www.marksandspencer.com.tr/tshirt-sutyeni/
400,Lingerie,Bras,Bralet Sütyenler,https://www.marksandspencer.com.tr/bralet-sutyenler/
400,Lingerie,Bras,Balkonet Sütyen,https://www.marksandspencer.com.tr/balkonet-sutyen/
400,Lingerie,Bras,Straplez Sütyen,https://www.marksandspencer.com.tr/strapless-sutyen/
400,Lingerie,Bras,Sütyen Aksesuarları,https://www.marksandspencer.com.tr/kadin-sutyen-aksesuarlari/
500,Main,,Ev & Dekorasyon (Home & Decor),https://www.marksandspencer.com.tr/ev-dekorasyon-1/
500,Summer Sale,Home,Ev Dekorasyon,https://www.marksandspencer.com.tr/indirim-evdekorasyon/
500,Summer Sale,Home,Ev Aksesuarı & Tekstili,https://www.marksandspencer.com.tr/indirim-evaksesuar-tekstili/
500,Summer Sale,Home,Mutfak,https://www.marksandspencer.com.tr/indirim-mutfak/
500,Summer Sale,Home,Banyo,https://www.marksandspencer.com.tr/indirim-banyo/
500,Summer Sale,Home,Yatak Odası,https://www.marksandspencer.com.tr/indirim-yatak-odasi/
500,Summer Sale,Cosmetics,Kozmetik,https://www.marksandspencer.com.tr/indirim-kozmetik/
500,Home & Decor,Home Accessories & Textiles,Ev Aksesuarları ve Tekstili,https://www.marksandspencer.com.tr/ev-aksesuarlari-ve-tekstili/
500,Home & Decor,Home Accessories & Textiles,Yeni Gelenler,https://www.marksandspencer.com.tr/ev-ve-dekorasyon-yeni-gelenler/
500,Home & Decor,Home Accessories & Textiles,Oda Kokuları ve Mumlar,https://www.marksandspencer.com.tr/oda-kokulari-ve-mumlar/
500,Home & Decor,Home Accessories & Textiles,Oda Kokusu,https://www.marksandspencer.com.tr/oda-kokusu/
500,Home & Decor,Home Accessories & Textiles,Mum,https://www.marksandspencer.com.tr/mum/
500,Home & Decor,Home Accessories & Textiles,Uçucu Yağlar,https://www.marksandspencer.com.tr/ucucu-yaglar/
500,Home & Decor,Home Accessories & Textiles,Oda Kokuları ve Mumlar (2),https://www.marksandspencer.com.tr/oda-kokulari-ve-mumlar-1/
500,Home & Decor,Home Accessories & Textiles,Dekoratif Yastıklar,https://www.marksandspencer.com.tr/dekoratif-yastiklar/
500,Home & Decor,Home Accessories & Textiles,Kırlent,https://www.marksandspencer.com.tr/kirlent/
500,Home & Decor,Home Accessories & Textiles,Dekoratif Şal,https://www.marksandspencer.com.tr/dekoratif-sal/
500,Home & Decor,Home Accessories & Textiles,Dekoratif Aksesuarlar,https://www.marksandspencer.com.tr/dekoratif-aksesuarlar/
500,Home & Decor,Kitchen,Mutfak,https://www.marksandspencer.com.tr/mutfak/
500,Home & Decor,Kitchen,Piknik Ürünleri,https://www.marksandspencer.com.tr/ev-dekorasyon-piknik-urunleri/
500,Home & Decor,Kitchen,Mutfak Aksesuarları,https://www.marksandspencer.com.tr/mutfak-aksesuarlari/
500,Home & Decor,Kitchen,Servis Ürünleri,https://www.marksandspencer.com.tr/servis-urunleri/
500,Home & Decor,Kitchen,Saklama Kabı,https://www.marksandspencer.com.tr/saklama-kabi/
500,Home & Decor,Kitchen,Pişirme Ürünleri,https://www.marksandspencer.com.tr/pisirme-urunleri/
500,Home & Decor,Kitchen,Masa Örtüsü ve Servisler,https://www.marksandspencer.com.tr/masa-ortusu-ve-servisler/
500,Home & Decor,Kitchen,Yemek Takımları ve Kupalar,https://www.marksandspencer.com.tr/yemek-takimlari-ve-kupalar/
500,Home & Decor,Kitchen,Tabak Kase,https://www.marksandspencer.com.tr/tabak-kase/
500,Home & Decor,Kitchen,Kupa Bardak,https://www.marksandspencer.com.tr/kupa-bardak/
500,Home & Decor,Kitchen,Mutfak Tekstili,https://www.marksandspencer.com.tr/mutfak-tekstili/
500,Home & Decor,Bathroom,Banyo,https://www.marksandspencer.com.tr/banyo/
500,Home & Decor,Bathroom,Havlular,https://www.marksandspencer.com.tr/havlular/
500,Home & Decor,Bathroom,Plaj Havluları,https://www.marksandspencer.com.tr/plaj-havlulari/
500,Home & Decor,Bathroom,Desenli Havlular,https://www.marksandspencer.com.tr/desenli-havlular/
500,Home & Decor,Bathroom,Düz Havlu,https://www.marksandspencer.com.tr/duz-havlu/
500,Home & Decor,Bathroom,Banyo Paspasları,https://www.marksandspencer.com.tr/banyo-paspaslari/
500,Home & Decor,Bathroom,Desenli Paspas,https://www.marksandspencer.com.tr/desenli-paspas/
500,Home & Decor,Bathroom,Düz Paspas,https://www.marksandspencer.com.tr/duz-paspas/
500,Home & Decor,Bathroom,Banyo Aksesuarları,https://www.marksandspencer.com.tr/banyo-aksesuarlari/
500,Cosmetics,Fragrance,Parfüm ve Deodorantlar,https://www.marksandspencer.com.tr/parfum-ve-deodorantlar/
500,Cosmetics,Fragrance,Kadın Parfümleri,https://www.marksandspencer.com.tr/kadin-parfumleri/
500,Cosmetics,Fragrance,Erkek Parfüm,https://www.marksandspencer.com.tr/erkek-parfum/
500,Cosmetics,Fragrance,Deodorant Roll-On,https://www.marksandspencer.com.tr/deodorant-roll-on/
500,Cosmetics,Fragrance,Roll-On,https://www.marksandspencer.com.tr/roll-on/
500,Cosmetics,Fragrance,Deodorant,https://www.marksandspencer.com.tr/deodorant/
500,Cosmetics,Fragrance,Vücut Spreyleri,https://www.marksandspencer.com.tr/vucut-spreyleri/
500,Cosmetics,Fragrance,Kadın Ürünleri,https://www.marksandspencer.com.tr/kadin-urunleri/
500,Cosmetics,Fragrance,Erkek Ürünleri,https://www.marksandspencer.com.tr/erkek-urunleri/
500,Cosmetics,Home Fragrance,Kozmetik Ev Ürünleri,https://www.marksandspencer.com.tr/kozmetik-ev-urunleri/
